text,lang,post_id,source,tokenized_text,topic
マリアを拝むとキチガイになる あなたたちマリア崇拝者は自分のためにマリアを利用している その重い罪のために天罰を受けていることがまだわからないのですか？ 愚か者よ。 暇人さん 「病院のマリヤ像が話しかけてからギリシャ語ができるようになった」 と大法螺吹いて現在精神病 ピピちゃん 「マリア様大好き」といいつつ他人に「地獄に落ちろ」と 暴言の数々を吐いて現在精神病 唐芥子さん 聖母ワイン付けになりながらロザリオを唱え 「神を叱っている」と自慢げに吹聴した挙句 現在精神病 なるみさん マリ吉の異名をとる根っからのマリア崇拝者。 カラス人間に酢豚を奪われたと投稿して 現在統合失調症 リトルぺブル マリアのお告げをエサに少女レイプを重ねる 現在獄中 リトルぺブル同宿会 男はマリアと女はイエスとセックスして天国へ裏口入学できると教え 償いのセックスと称して人前で本番セックスを披露して有名になる 全員新型コロナに感染して消滅。,jp,,,マリア を 拝む と キチガイ に なる   あなた たち マリア 崇拝 者 は 自分 の ため に マリア を 利用 し て いる   その 重い 罪 の ため に 天罰 を 受け て いる こと が まだ わから ない の です か ？   愚か者 よ 。   暇人 さん   「 病院 の マリヤ 像 が 話しかけ て から ギリシャ 語 が できる よう に なっ た 」   と 大 法螺 吹い て 現在 精神病   ピピ ちゃん   「 マリア 様 大好き 」 と いい つつ 他人 に 「 地獄 に 落ちろ 」 と   暴言 の 数々 を 吐い て 現在 精神病   唐芥子 さん   聖母 ワイン 付け に なり ながら ロザリオ を 唱え   「 神 を 叱っ て いる 」 と 自慢 げ に 吹聴 し た 挙句   現在 精神病   なるみ さん   マリ 吉 の 異名 を とる 根っから の マリア 崇拝 者 。   カラス 人間 に 酢豚 を 奪わ れ た と 投稿 し て   現在 統合 失調 症   リトル ぺ ブル   マリア の お告げ を エサ に 少女 レイプ を 重ねる   現在 獄中   リトル ぺ ブル 同宿 会   男 は マリア と 女 は イエス と セックス し て 天国 へ 裏口 入学 できる と 教え   償い の セックス と 称し て 人前 で 本番 セックス を 披露 し て 有名 に なる   全員 新型 コロナ に 感染 し て 消滅 。,-1
silent hill 333 @333_hill 在日差別に反対する場合に最も必要なのは、明確に韓国・北朝鮮と対決する姿勢。もはや友好国ではなく敵国なのだという認識。 silent hill 333@333_hill 韓国が悪く言われると怒り出し日本の方が悪いと喚くマインドをどうやったら日本人が持てるのか全くわからん。本当に何人なのだろう？？心の底から理解不能。 silent hill 333 @333_hill にも関わらず海外からは極右民族主義者と評される安倍政権に朝.鮮民族主義の走狗がいる事の整合性を取るには、金と票、過去の経緯ぐらいしかないだろう。 silent hill 333 @333_hill これはイカン。朝鮮学校の巻き添えで無辜の外国人に迷惑をかけるなぞもっての外。堂々と朝.鮮学校だけを除外すべき。 silent hill 333 @333_hill 神道(つまり天皇制)と統一教会は絶対に相容れない。韓国語が英語に変わる共通語になると豪語し手前味噌の天皇代理に臣下の礼を取らせて「救ってやった」と悦に入っていた朝.鮮民族主義の極右である統一教会は全世界の敵であり、当然日本の不倶戴天の敵でもある。,jp,,,silent   hill   333   @ 333 _ hill   在日 差別 に 反対 する 場合 に 最も 必要 な の は 、 明確 に 韓国 ・ 北朝鮮 と 対決 する 姿勢 。 もはや 友好国 で は なく 敵国 な の だ という 認識 。   silent   hill   333 @ 333 _ hill   韓国 が 悪く 言わ れる と 怒り 出し 日本 の 方 が 悪い と 喚く マインド を どう やっ たら 日本人 が 持てる の か 全く わから ん 。 本当に 何 人 な の だろ う ？ ？ 心 の 底 から 理解 不能 。   silent   hill   333   @ 333 _ hill   に も 関わら ず 海外 から は 極右 民族 主義 者 と 評 さ れる 安倍 政権 に 朝 . 鮮民族 主義 の 走狗 が いる 事 の 整合 性 を 取る に は 、 金 と 票 、 過去 の 経緯 ぐらい しか ない だろ う 。   silent   hill   333   @ 333 _ hill   これ は イカ ン 。 朝鮮 学校 の 巻き添え で 無辜 の 外国 人 に 迷惑 を かける なぞ もっての外 。 堂々 と 朝 . 鮮学校 だけ を 除外 す べき 。   silent   hill   333   @ 333 _ hill   神道 ( つまり 天皇 制 ) と 統一教会 は 絶対 に 相容れない 。 韓国 語 が 英語 に 変わる 共通 語 に なる と 豪語 し 手前味噌 の 天皇 代理 に 臣下 の 礼 を 取ら せ て 「 救っ て やっ た 」 と 悦に入っ て い た 朝 . 鮮民族 主義 の 極右 で ある 統一教会 は 全 世界 の 敵 で あり 、 当然 日本 の 不倶戴天 の 敵 で も ある 。,-1
神への信仰において聖書から逸脱してはならない。聖書から逸脱しているものはすべて偽物であり異端である。これは論証できるか。 | 全能神教会,jp,,,神 へ の 信仰 において 聖書 から 逸脱 し て は なら ない 。 聖書 から 逸脱 し て いる もの は すべて 偽物 で あり 異端 で ある 。 これ は 論証 できる か 。   |   全能 神 教会,-1
福音書って、繁華街や風俗街で、 働いていたり、住んでいる住人にとっては、 常識とか愛の無い、問題の多い教えです。 ヤクザの不当要求を認めたり、 離婚で傷ついた男女に、 経済的に苦しくても再婚するな、生涯、独身でいろ、 と言ったり。,jp,,,福音 書 って 、 繁華 街 や 風俗 街 で 、   働い て い たり 、 住ん で いる 住人 にとって は 、   常識 とか 愛 の 無い 、 問題 の 多い 教え です 。   ヤクザ の 不当 要求 を 認め たり 、   離婚 で 傷つい た 男女 に 、   経済 的 に 苦しく て も 再婚 する な 、 生涯 、 独身 で いろ 、   と 言っ たり 。,-1
>>510 中国のカトリックはローマから破門されている。 ローマカトリック教会から破門されてる司教は正統ではない。 馬英林 https://ja.wikipedia...AC%E8%8B%B1%E6%9E%97 >>191 フィリピンは独立カトリックが多いが、ローマの許可なく司教を叙階したのが破門された原因か。 アジアのカトリックは日本も含めて異端が多いね。 教理をそのまま実践すれば済むことなんだが。,jp,,,>> 510   中国 の カトリック は ローマ から 破門 さ れ て いる 。   ローマ カトリック 教会 から 破門 さ れ てる 司教 は 正統 で は ない 。   馬 英 林   https :// ja . wikipedia ... ac % e 8 % 8 b % b 1 % e 6 % 9 e % 97   >> 191   フィリピン は 独立 カトリック が 多い が 、 ローマ の 許可なく 司教 を 叙 階 し た の が 破門 さ れ た 原因 か 。   アジア の カトリック は 日本 も 含め て 異端 が 多い ね 。   教理 を そのまま 実践 すれ ば 済む こと な ん だ が 。,-1
株IB CASTLEの野上俊彦←これが統一教会の分派であるウグループに売り上げを横流ししている団体。関係があるかどうか問い合わせてみな。 ウ明植と関係がないって言えないから。,jp,,,株 ib   castle の 野上 俊彦 ← これ が 統一教会 の 分派 で ある ウグループ に 売り上げ を 横流し し て いる 団体 。 関係 が ある か どう か 問い合わせ て みな 。   ウ 明 植 と 関係 が ない って 言え ない から 。,-1
>321 おまえただの統一教会にしか見えないって 連中が匿名で活動するというのは、さんざん報じられた,jp,,,> 321   おまえ ただ の 統一教会 に しか 見え ない って   連中 が 匿名 で 活動 する という の は 、 さんざん 報じ られ た,-1
統一教会はCIAの工作機関だろ？アメリカがボスなんだしトランプは韓鶴子お母様のこと救い出そうとしてるし,jp,,,統一教会 は cia の 工作 機関 だろ ？ アメリカ が ボス な ん だ し トランプ は 韓 鶴子 お母様 の こと 救い出そ う と し てる し,-1
キリスト教国じゃない日本人がいかにゴミクソか分かるだろ,jp,,,キリスト 教 国 じゃ ない 日本人 が いかに ゴミクソ か 分かる だろ,-1
聖霊体験を知らないと 絶対に天から選ばれないのに マジで自称クリスチャンは間抜け揃いである だって生物の進化なんだからさ 魂の進化 それを想像できない間抜け それを知識や洗礼やらの儀式で埋めれると勘違いしている 聖書のイエスも聖霊体験だと語ってるのに 最低限の理解度も無く知識人を気取る,jp,,,聖霊 体験 を 知ら ない と   絶対 に 天 から 選ば れ ない のに   マジ で 自称 クリスチャン は 間抜け 揃い で ある   だって 生物 の 進化 な ん だ から さ   魂 の 進化   それ を 想像 でき ない 間抜け   それ を 知識 や 洗礼 やら の 儀式 で 埋め れる と 勘違い し て いる   聖書 の イエス も 聖霊 体験 だ と 語っ てる のに   最低限 の 理解 度 も 無く 知識 人 を 気取る,22
「移民政策はとらない」と言って当選した安倍晋三は、首相になった途端、経団連のわいろを受け取り、経団連の意向に沿って外国人の受け入れ基準を緩和した。 https://pbs.twimg.co.../GwLlBL2XMAALn-S.jpg https://pbs.twimg.co.../GwLlDr-XMAQMdl0.jpg そして治安崩壊 https://mao.5ch.net/...occult/1748609531/14 https://pbs.twimg.co...t=jpg&name=4096x4096 そして今になって「金儲けカルト統一教会」が落ち目の自民から参政党に乗り移り「外国人を追い出す」と主張して支持を得ようとしている。 というカルトサイクルが延々続いている,jp,,,「 移民 政策 は とら ない 」 と 言っ て 当選 し た 安倍 晋 三 は 、 首相 に なっ た 途端 、 経団連 の わいろ を 受け取り 、 経団連 の 意向 に 沿っ て 外国 人 の 受け入れ 基準 を 緩和 し た 。   https :// pbs . twimg . co .../ gwllbl 2 xmaaln - s . jpg   https :// pbs . twimg . co .../ gwlldr - xmaqmdl 0 . jpg   そして 治安 崩壊   https :// mao . 5 ch . net /... occult / 1748609531 / 14   https :// pbs . twimg . co ... t = jpg & name = 4096 x 4096   そして 今 に なっ て 「 金儲け カルト 統一教会 」 が 落ち目 の 自民 から 参政 党 に 乗り移り 「 外国 人 を 追い出す 」 と 主張 し て 支持 を 得よ う と し て いる 。   という カルト サイクル が 延々 続い て いる,8
