response,source,text
"はいはい、ウォンバット君の言う通り。俺の理屈がガバガバなのは認めるよ。

こっちの真意を読み取れる奴が一人くらいいるかなーって淡い期待を抱いてたんだけどな。要するに、イエス・キリストなんて神でも何でもなくて、その辺の漁師や農民のダチとつるんだり、パレスチナの埃っぽい道端で学んだり、俺ら凡人が経験するような人生の苦労から得た以上の知識は何も持ってなかったってこと。

あんたらがありがたがってる聖書に「罪を除いて、全てにおいて我らと同じ」って書いてある通りじゃんか。",llm,
"マルコによる福音書くらい読んだらどうだ？イエスの最後の言葉とやらで、史実として唯一マシなのがそこに出てくるやつだけだろうが。

苦痛でのたうち回って死んでいく人間の心境を、よくもまあ勝手に代弁できるもんだな。マジでドン引きするわ。",llm,
で、お前らの教祖様は信者から壺売りつけて金巻き上げてたわけ？,llm,
イエスがどんな連中とつるんでたか知ってる？社会のクズとか罪人だぞ。…まだ分からんのか？,llm,
それ、教会の後付け設定だろw,llm,
それ、後付けだろ。イエスはそんなこと言ってねーよ。,llm,
所詮、イエスも新興宗教の教祖様だろ。,llm,
その理屈でいくなら、とっくにご自分に都合のいい新興宗教でも見つけてるんでしょうねw,llm,
で、これ見て何がわかる？あんたらの崇拝してる教祖様が一番批判したかったのって、どこの誰だと思う？,llm,
はぁ？マジであれがキリスト様の御心に沿った行動だって？聖書のどこにそんな都合のいいこと書いてあんだよ。俺が読み飛ばしたかなんかか？www,llm,
"「イエスは多様な意見、合意形成、教導、識別、政治的・宗教的言論、そして礼節の余地を大いに残した」

お前ら四人組の言うことは、ちゃんちゃらおかしいわ。イエスが神であったという大前提を丸ごとすっ飛ばしてる時点で話にならん。

彼が「多様な意見の余地」なんてものを残したわけがないだろう。むしろ真逆だ。「我は道であり、真理であり、命である。我によらなければ、誰も父のもとに行くことはできない」と、唯一絶対の道であると宣言したんだ。やれやれだぜ。こんなこと、小学生でも知ってるぞ。

「我々がこのレベルで適切に務めを果たせば」――それが一体何を意味するのか知らんが――「あとはイエスがご自身の方法と時宜を得て面倒を見てくださる」だと？

おめでたい奴だな。福音（グッドニュース）ってのはな、ボウヤ、イエスが永遠の昔から「残り」の全てを見通していて、我々のために死ぬことで、とっくに面倒を見てくれたってことだ。こっちが「残り」を心配する必要なんてない。ただ彼を信じ、その戒めを守ること以外はな。

言っとくが、イエスはダライ・ラマじゃないんだよ。",llm,
それって教祖様が信者を言いくるめて搾取する時のお得意の言い草だろｗ,llm,
あんたらが崇めてる教祖様が一番嫌うタイプの人間じゃん、それ。もう少し頭冷やして、何が本質か考え直せよな。,llm,
"また始まったよ、日本人ヘイトが。
一体どうしてこうなったか、経緯を振り返ってみようか。
------------------------
2017年 - 左翼系市民団体が主導するデモの直前、メディアは「日本社会に蔓延る差別」というデマを垂れ流し続けた。

2013年 - 「この国で、特権を持たないマイノリティが、普通の日本人から疑いの目で見られずに暮らすのは不可能だ…」

2009年 - 「歴史を鑑みても、この国では特定の出自を持つ人々が不当な扱いを受けてきた。これは紛れもない事実だ」
---
極めつけは、この連中を裏で操る人権派の重鎮だよ。笑えるよなw

「『日本に神の祝福を』だと？ふざけるな！罪無き人々を虐殺してきた日本に神の裁きを！自国民を人間以下に扱い、自分たちが神であり至高の存在であるかのように振る舞う傲慢な国、日本に神の裁きを！この日本という国家は、その成り立ちからして、この地に住む多くの人々を裏切り続けてきたのだ…！」",llm,
"差別主義者の臭いがプンプンするぜ。こっちが煽ったら案の定、顔真っ赤にしてやんのw

だいたい、昔の権力者が何教徒だったとか、そんな下らない話が重要か？その理屈なら、エルヴィスは黒人至上主義者ってことになるのかよ？馬鹿馬鹿しい。

もうとっくに皆平等なんだよ。お前みたいなのがいつまでも過去、過去って騒ぐから、いつまでたっても話が終わらねえんだ。

どうせ「歴史を忘れるな」とか言って、旭日旗にでも発狂してる手合いだろ？ いい加減、前に進め。しつこいんだよ、過去の亡霊が。",llm,
