topic,lang,layer,target,verb,predicate,role,context,frame_type
2,zh,svo,教会,命令,命令,patient,"光看教宗那份文告的措辞和庄重程度，就足以让我确信《神职授任》(OS)是不可动摇的。这事儿给未来定了调，教宗说得明明白白：教会没有从基督那里获得任命女性为司铎的权柄。

既然教会一直都没有这个权柄，难道以后能从天上凭空掉下来不成？除非基督亲自显灵，公开命令教会改弦更张。哪个教宗要是敢跳出来说，他从主耶",other
2,zh,svo,教会,模仿,模仿 敢,agent,"光看教宗那份文告的措辞和庄重程度，就足以让我确信《神职授任》(OS)是不可动摇的。这事儿给未来定了调，教宗说得明明白白：教会没有从基督那里获得任命女性为司铎的权柄。

既然教会一直都没有这个权柄，难道以后能从天上凭空掉下来不成？除非基督亲自显灵，公开命令教会改弦更张。哪个教宗要是敢跳出来说，他从主耶",moral_accusation
43,zh,svo,传教士,逮住,逮住,patient,"支教老师就是儒教传教士，现代更是大力推送孔子学院
另外儒教主要是向皇帝诸侯传教
而道教则是有点化一说。不像基督教那样逮住一个传教一个，而是看谁顺眼传教给谁。
同时这俩教都与汉文化中原强绑定，不太愿意向外族人传道",other
3,zh,window,教会,堕落,堕落,unknown,"说得太对了！可悲的是，那些所谓的正统教会，脑子就该从那套骨子里的歪理邪说里拔出来了。他们那套见不得光的“潜规则”认为性是：

1）纯粹为了繁殖【当然了，还得是在婚姻内】。我就想问问，那些搞出私生子的神父，他们“办事”的时候满脑子想的是传宗接代吗？所以“性只为繁殖”这套纯属扯淡。

2）低贱的玩意儿。",moral_accusation
30,zh,svo,基督教,融合,融合,patient,中华文化，在历史上融合了多种外来文化，融合基督教也应不在话下。,other
4,zh,svo,神棍,...,...,agent,神棍...,other
26,zh,svo,神父,报告,报告 上天,agent,神父可能上天报告此事的时候成功进步了,other
28,zh,svo,教会,这样,这样,agent,"你说的什么教会里有些“左派”神学思想很奇葩……
我看这纯粹是角度问题；但在教会里，右派那帮人确实比左派更会抱团。你想写一篇天主教左派的文章，然后像维基百科那样列出一堆组织来，基本不可能。

说真的，伯克跳出来挑战教宗，我倒觉得没什么问题。要是前任那两位教宗在位时，多一些这种人，教会今天也不至于这样。",other
28,zh,svo,教会,分裂,分裂,agent,"你说的什么教会里有些“左派”神学思想很奇葩……
我看这纯粹是角度问题；但在教会里，右派那帮人确实比左派更会抱团。你想写一篇天主教左派的文章，然后像维基百科那样列出一堆组织来，基本不可能。

说真的，伯克跳出来挑战教宗，我倒觉得没什么问题。要是前任那两位教宗在位时，多一些这种人，教会今天也不至于这样。",other
6,zh,svo,神父,调到,调到 教区,agent,"玛丽，姐们我挺你！

我以前就在天主教会里干过，你说的那些破事，我见得太多了，都是亲眼所见。这个体制一次又一次地证明，为了保住他们那个官官相护的小圈子，孩子和弱者的安全根本无所谓。

别提90年代爆出来那档子性侵丑闻了，根本屁用没有，什么都没改变。我亲眼见过，那些有问题的神父被调到新的教区，换个地方",other
6,zh,svo,教会,劝退,劝退 渣滓,agent,"玛丽，姐们我挺你！

我以前就在天主教会里干过，你说的那些破事，我见得太多了，都是亲眼所见。这个体制一次又一次地证明，为了保住他们那个官官相护的小圈子，孩子和弱者的安全根本无所谓。

别提90年代爆出来那档子性侵丑闻了，根本屁用没有，什么都没改变。我亲眼见过，那些有问题的神父被调到新的教区，换个地方",dehumanization
6,zh,window,神父,官官相护,官官相护,unknown,"丑闻了，根本屁用没有，什么都没改变。我亲眼见过，那些有问题的神父被调到新的教区，换个地方继续害人。我还见过，有些渣滓被教会悄悄劝退，他们的上级转头就给他们写推荐信，帮他们去别的机构里接着祸害。

教会嘴上说得比谁都好听，什么倾听受害者、提供赔偿、保护弱小……但做的完全是另一套。行动是不会骗人的，你上",institutional_rot
6,zh,window,神父,性侵,性侵,unknown,"丑闻了，根本屁用没有，什么都没改变。我亲眼见过，那些有问题的神父被调到新的教区，换个地方继续害人。我还见过，有些渣滓被教会悄悄劝退，他们的上级转头就给他们写推荐信，帮他们去别的机构里接着祸害。

教会嘴上说得比谁都好听，什么倾听受害者、提供赔偿、保护弱小……但做的完全是另一套。行动是不会骗人的，你上",sexual_abuse_frame
6,zh,window,神父,丑闻,丑闻,unknown,"丑闻了，根本屁用没有，什么都没改变。我亲眼见过，那些有问题的神父被调到新的教区，换个地方继续害人。我还见过，有些渣滓被教会悄悄劝退，他们的上级转头就给他们写推荐信，帮他们去别的机构里接着祸害。

教会嘴上说得比谁都好听，什么倾听受害者、提供赔偿、保护弱小……但做的完全是另一套。行动是不会骗人的，你上",institutional_rot
6,zh,window,教会,官官相护,官官相护,unknown,"玛丽，姐们我挺你！

我以前就在天主教会里干过，你说的那些破事，我见得太多了，都是亲眼所见。这个体制一次又一次地证明，为了保住他们那个官官相护的小圈子，孩子和弱者的安全根本无所谓。

别提90年代爆出来那档子性侵丑闻了，根本屁用没有，什么都没改变。我亲眼见过，那些有问题的神父被调到新的教区，换个地方",institutional_rot
6,zh,window,教会,性侵,性侵,unknown,"玛丽，姐们我挺你！

我以前就在天主教会里干过，你说的那些破事，我见得太多了，都是亲眼所见。这个体制一次又一次地证明，为了保住他们那个官官相护的小圈子，孩子和弱者的安全根本无所谓。

别提90年代爆出来那档子性侵丑闻了，根本屁用没有，什么都没改变。我亲眼见过，那些有问题的神父被调到新的教区，换个地方",sexual_abuse_frame
6,zh,window,教会,丑闻,丑闻,unknown,"玛丽，姐们我挺你！

我以前就在天主教会里干过，你说的那些破事，我见得太多了，都是亲眼所见。这个体制一次又一次地证明，为了保住他们那个官官相护的小圈子，孩子和弱者的安全根本无所谓。

别提90年代爆出来那档子性侵丑闻了，根本屁用没有，什么都没改变。我亲眼见过，那些有问题的神父被调到新的教区，换个地方",institutional_rot
6,zh,window,主教,官官相护,官官相护,unknown,"玛丽，姐们我挺你！

我以前就在天主教会里干过，你说的那些破事，我见得太多了，都是亲眼所见。这个体制一次又一次地证明，为了保住他们那个官官相护的小圈子，孩子和弱者的安全根本无所谓。

别提90年代爆出来那档子性侵丑闻了，根本屁用没有，什么都没改变。我亲眼见过，那些有问题的神父被调到新的教区，换个地方",institutional_rot
6,zh,window,主教,性侵,性侵,unknown,"玛丽，姐们我挺你！

我以前就在天主教会里干过，你说的那些破事，我见得太多了，都是亲眼所见。这个体制一次又一次地证明，为了保住他们那个官官相护的小圈子，孩子和弱者的安全根本无所谓。

别提90年代爆出来那档子性侵丑闻了，根本屁用没有，什么都没改变。我亲眼见过，那些有问题的神父被调到新的教区，换个地方",sexual_abuse_frame
6,zh,window,主教,丑闻,丑闻,unknown,"玛丽，姐们我挺你！

我以前就在天主教会里干过，你说的那些破事，我见得太多了，都是亲眼所见。这个体制一次又一次地证明，为了保住他们那个官官相护的小圈子，孩子和弱者的安全根本无所谓。

别提90年代爆出来那档子性侵丑闻了，根本屁用没有，什么都没改变。我亲眼见过，那些有问题的神父被调到新的教区，换个地方",institutional_rot
3,zh,svo,神父,走掉,走掉 得,agent,"对那些想入行的同性恋来说，最操蛋的就是，这规定逼着他们对自己撒谎；更恶心的是，一旦他们接受、哪怕是假装接受那套“天生有病”的歪理邪说，就必然会陷入一种极度病态和危险的自我憎恨，迟早人格分裂。

我看是时候戳穿这帮人的虚伪面具了，别再搞这套又当又立的把戏了。那帮主教老爷们最好给我们说句实话：这破规矩他",other
2,zh,svo,主教,清醒,清醒,agent,还真是。想当年我们教区有个主教真是人间清醒。那时候大家正愁神父这行当都快后继无人了，讨论来讨论去，什么允许神父结婚、让女人当神父之类的歪门邪道都出来了。然后就有人跳出来扯那套陈词滥调，说什么“我们必须祈求圣灵的启示啊”。结果主教直接怼了一句：“万一他老人家现在说的就是这个呢？”,cognitive_manipulation
2,zh,svo,神父,正愁,正愁,patient,还真是。想当年我们教区有个主教真是人间清醒。那时候大家正愁神父这行当都快后继无人了，讨论来讨论去，什么允许神父结婚、让女人当神父之类的歪门邪道都出来了。然后就有人跳出来扯那套陈词滥调，说什么“我们必须祈求圣灵的启示啊”。结果主教直接怼了一句：“万一他老人家现在说的就是这个呢？”,other
2,zh,svo,神父,允许,允许,patient,还真是。想当年我们教区有个主教真是人间清醒。那时候大家正愁神父这行当都快后继无人了，讨论来讨论去，什么允许神父结婚、让女人当神父之类的歪门邪道都出来了。然后就有人跳出来扯那套陈词滥调，说什么“我们必须祈求圣灵的启示啊”。结果主教直接怼了一句：“万一他老人家现在说的就是这个呢？”,other
2,zh,svo,教会,替代,替代 机构,agent,教会其实替代了行政机构，就算岁主不在了大家还是要过日子的,other
9,zh,svo,耶稣,健健康康,健健康康,agent,罗杰本来也是要死的人，耶稣布可是健健康康,other
39,zh,window,基督徒,强奸,强奸,unknown,我真快晕了，他们到底要强奸多少名人成基督徒？,sexual_abuse_frame
9,zh,svo,耶稣,调侃,调侃,patient,不是，lz的话很难理解吗？这是一句玩笑话，是在调侃耶稣手上有两个孔（被十字架钉的），所以说有两个“孔子”,dehumanization
37,zh,svo,基督教,挨着,挨着 清真寺,agent,"你在哪个国家看到过基督教堂挨着伊斯兰清真寺？
但在中国的大街上，你会看到一条大街上左边建了一座天主教堂，右边人们正往圆顶的清真寺去做礼拜。要知道伊斯兰教和基督教侵略性都很强！
在中国的寺庙里面，你会看到左边摆的是佛教塑像，右边是穿着道袍举办仪式的道士。",other
